title,address,type,educational,workExperience,workTag,salary,salaryMouth,companyTags,hrWork,hrName,practice,companyTitle,companyAvatar,companyNature,companyStatus,companyPeople,detailUrl,companyUrl,dist
后端开发,南昌,后端,本科,3-5年,"[""\u540e\u7aef\u5de5\u7a0b\u5e08"", ""JavaScript"", ""Java"", ""Redis"", ""Java\u5f00\u53d1\u7ecf\u9a8c"", """", """", """", """", """"]","[8000, 12000]",0薪,"[""\u8865\u5145\u533b\u7597\u4fdd\u9669\uff0c\u4ea4\u901a\u8865\u52a9\uff0c\u52a0\u73ed\u8865\u52a9\uff0c\u5e74\u7ec8\u5956\uff0c\u5458\u5de5\u65c5\u6e38\uff0c\u5e26\u85aa\u5e74\u5047\uff0c\u5168\u52e4\u5956\uff0c\u4e94\u9669\u4e00\u91d1\uff0c\u8282\u65e5\u798f\u5229""]",招聘助理,杨女士招聘助理,0,乐豆家,"https://img.bosszhipin.com/beijin/mcs/banner/994d3ceea3c43862f72bbf937be3bf90cfcd208495d565ef66e7dff9f98764da.jpg?x-oss-process=image/resize,w_100,limit_0",生活服务,未融资,"[1000, 9999]",https://www.zhipin.com/job_detail/e6dafc257b62f1211Xd83tW9GFdS.html?lid=1E0X1AHKreG.search.76&securityId=fTgqBvJId4FOs-X16e7N1FLLJkQA-KaBfGFx6_QcDMhEL1VK29qPJOYYup4QUwbNjNEjcY0gR8Nb9XpYiFig82cdq9hlWxWBWSeoWX6iS3QAt5JK3w~~&sessionId=,https://www.zhipin.com/gongsi/2e67bb042a34e0b40nJ83t20.html,青山湖区
后端开发,厦门,后端,学历不限,经验不限,"[""PHP"", ""Python"", ""Golang"", ""\u670d\u52a1\u7aef\u5f00\u53d1\u7ecf\u9a8c"", ""\u67b6\u6784\u8bbe\u8ba1\u7ecf\u9a8c"", """"]","[12000, 20000]",13薪,"[""\u5e74\u7ec8\u5956\uff0c\u8282\u65e5\u798f\u5229\uff0c\u4f01\u4e1a\u5e74\u91d1\uff0c\u6cd5\u5b9a\u8282\u5047\u65e5\u4e09\u85aa\uff0c\u7ee9\u6548\u5956\u91d1\uff0c\u8282\u5047\u65e5\u52a0\u73ed\u8d39\uff0c\u4e94\u9669\u4e00\u91d1\uff0c\u52a0\u73ed\u8865\u52a9\uff0c\u751f\u65e5\u798f\u5229\uff0c\u5e26\u85aa\u5e74\u5047\uff0c\u591c\u73ed\u8865\u52a9""]",Founder,蔡先生Founder,0,厦门幻象科技有限公司,"https://img.bosszhipin.com/beijin/upload/com/logo/20220824/7b5b554d84f9729c087956a3aa391ca51902593d84616ff0e439e92f9ad158183146a77c8e7da227.jpg?x-oss-process=image/resize,w_100,limit_0",计算机软件,未融资,"[0, 20]",https://www.zhipin.com/job_detail/fd34b983b741c68b1XB529i_E1pR.html?lid=1E0X1AHKreG.search.77&securityId=c0XArOszVu9Dx-L1A0XP1JOfNpwIv4qP1B65PIQutYs6nZqIfwjtOhmqmHK0t8d64le-b8xbfJCgwzTYCy6i9PsK17AukTWuk62Pxg4k3_amBbY_BPWn&sessionId=,https://www.zhipin.com/gongsi/3b65ea7473aad18f1XZ80929GFU~.html,湖里区
后端开发,石家庄,后端,本科,经验不限,"[""\u591a\u8fdb\u7a0b"", ""\u591a\u7ebf\u7a0b"", ""\u5168\u6808\u5f00\u53d1"", ""Linux"", ""MongoDB""]","[6000, 11000]",0薪,"[""\u53cc\u4f11\uff0c\u5e74\u7ec8\u5956\uff0c\u5e26\u85aa\u5e74\u5047\uff0c\u5b9a\u671f\u4f53\u68c0\uff0c\u8282\u65e5\u798f\u5229\uff0c\u5f39\u6027\u5de5\u4f5c\uff0c\u85aa\u8d44\u53ca\u65f6\u53d1\u653e""]",经理,剧先生经理,0,简正谦诚,"https://img.bosszhipin.com/beijin/mcs/chatphoto/20210116/98979eaa244f76d7a692acba9f4b3e995f5068f100a7f4964f3c74cf1cd733b8_s.jpg?x-oss-process=image/resize,w_100,limit_0",计算机软件,未融资,"[0, 20]",https://www.zhipin.com/job_detail/97b07edf1d62e31b1Xd-3tu-F1RX.html?lid=1E0X1AHKreG.search.78&securityId=4T4sZOFvwoWHg-61mJX_attHNfjR4npjFbFZBMaTSJVar3d1l4e25qthYzd6bMPlQdIJk719kx9HFaXFMyJL8x4iQix5d7hrAh4QgS_D6JehnNKzfrw~&sessionId=,https://www.zhipin.com/gongsi/884cd8bb7c683c191nd_3t-_EVY~.html,裕华区
后端开发,南京,后端,本科,3-5年,"[""Java"", ""\u540e\u7aef\u5f00\u53d1"", ""\u6570\u636e\u5e93"", ""\u901a\u4fe1"", ""\u6c5f\u82cf\u7535\u4fe1O\u57df""]","[15000, 25000]",0薪,"[""\u4e94\u9669\u4e00\u91d1\uff0c\u8282\u65e5\u798f\u5229\uff0c\u5b9a\u671f\u4f53\u68c0\uff0c\u5e26\u85aa\u5e74\u5047\uff0c\u5e74\u7ec8\u5956\uff0c\u9910\u8865\uff0c\u5305\u5403\uff0c\u901a\u8baf\u8865\u8d34""]",项目经理,康先生项目经理,0,江苏鸿信,"https://img.bosszhipin.com/beijin/mcs/chatphoto/20200210/6d68b2c9f541e006fc059a361dc8be970095f6d8c60a3114d9f8848f15a1368a_s.jpg?x-oss-process=image/resize,w_100,limit_0",互联网,未融资,"[1000, 9999]",https://www.zhipin.com/job_detail/40d04c1efeeea40a1H153Nu0ElA~.html?lid=1E0X1AHKreG.search.79&securityId=gdPUiaitnxMqv-F1N1bp5KTpTbW8LgtgCVsq2t-4brD2iEVQ3VeI3nmjVkP6TFHruUnbyiS5xstzkYMmW1PTwZQoZb0OfPwzXxxIyl_13XK8BhA~&sessionId=,https://www.zhipin.com/gongsi/b1438328332005201n140tm7.html,鼓楼区
后端开发,广州,后端,本科,3-5年,"[""Java"", ""\u670d\u52a1\u5668\u7aef\u5f00\u53d1"", ""Web\u7aef"", ""Scala"", ""Kotlin""]","[8000, 9000]",0薪,无,招聘者,李先生招聘者,0,瑞壹,"https://img.bosszhipin.com/beijin/app/mobile/normal-0e3f1e4441a21d4874cece3a3d81f0fe.png?x-oss-process=image/resize,w_100,limit_0",计算机硬件,未融资,"[20, 99]",https://www.zhipin.com/job_detail/8c31f9ad846fd8111nV509-1FlRX.html?lid=1E0X1AHKreG.search.80&securityId=KQrADTnymXxak-W1Ej8f6yA1558IUPF4e08yv_Lgj0YoAyuBGgC5l3NIwLiKAndF0GHhQ0da0ReiyExxCS3IlC-grUMVMG3kLpME8aIO08XdRvboJl4o&sessionId=,https://www.zhipin.com/gongsi/f22f5e27e5bacd051nd73Ny5GVc~.html,番禺区
后端开发,杭州,后端,本科,经验不限,"[""\u540e\u7aef\u5de5\u7a0b\u5e08"", ""C/C++"", ""Java"", ""Python"", """", """", """", """"]","[15000, 30000]",13薪,"[""\u4e94\u9669\u4e00\u91d1\uff0c\u8282\u65e5\u798f\u5229\uff0c\u52a0\u73ed\u8865\u52a9\uff0c\u4ea4\u901a\u8865\u52a9\uff0c\u5b9a\u671f\u4f53\u68c0\uff0c\u5458\u5de5\u65c5\u6e38\uff0c\u6cd5\u5b9a\u8282\u5047\u65e5\u4e09\u85aa\uff0c\u5e74\u7ec8\u5956\uff0c\u7ee9\u6548\u5956\u91d1\uff0c\u8865\u5145\u533b\u7597\u4fdd\u9669\uff0c\u514d\u8d39\u73ed\u8f66\uff0c\u591c\u73ed\u8865\u52a9\uff0c\u751f\u65e5\u798f\u5229\uff0c\u5e26\u85aa\u5e74\u5047\uff0c\u8282\u5047\u65e5\u52a0\u73ed\u8d39""]",Hr,赵先生Hr,0,华为云计算,"https://img.bosszhipin.com/beijin/upload/com/workfeel/20220224/7bf6f160950405e97af46decfa5798f66a0c64ffabeaeccfd2d9554b92240ad2767d53b26783ec6e.jpg?x-oss-process=image/resize,w_100,limit_0",计算机服务,不需要融资,"[0, 10000]",https://www.zhipin.com/job_detail/4d968c099ae51a191Xd92NS9FlRQ.html?lid=1E0X1AHKreG.search.81&securityId=Uw5etcaKqqP16-B15-71yYQGNVnNN0GNtgrQne-4u5AbJJgFeD0T6-UMOFiqsLV3-Ml6Pm2VoCskWAd06hcWUWNmCHa97A966BTBUhMk9gUhkgXhHHHk&sessionId=,https://www.zhipin.com/gongsi/08fbb99a8f9314e21nF73Nq9E1E~.html,滨江区
app后端,上海,后端,本科,3-5年,"[""Java"", ""\u540e\u7aef\u5f00\u53d1""]","[15000, 25000]",0薪,无,行政兼人事,陆先生行政兼人事,0,璞灏文化,"https://img.bosszhipin.com/beijin/mcs/chatphoto/20180515/c31e723b8aab5f48c0754f7c44245d94cfcd208495d565ef66e7dff9f98764da.jpg?x-oss-process=image/resize,w_100,limit_0",媒体,天使轮,"[20, 99]",https://www.zhipin.com/job_detail/7dd33b3c9e3a455d1XVz29W_FVQ~.html?lid=1E0X1AHKreG.search.82&securityId=xjUnXyWYHIt8z-t18Mebis3xy4PG85N3looj3OxD504nxTheqjC4hO_fK80dxc1Mx3ynKMtPFg3qdNFXVJEBsm5EgEuBSBUNTR6-uHhKprY-aTV0&sessionId=,https://www.zhipin.com/gongsi/543e0425b987d8ee1nN_3dq0Eg~~.html,青浦区
后端开发,嘉兴,后端,本科,1-3年,"[""\u540e\u7aef\u5de5\u7a0b\u5e08"", ""Java"", ""Spring"", ""MyBatis"", """", """", """", """", """", """"]","[5000, 6000]",0薪,"[""\u96f6\u98df\u4e0b\u5348\u8336\uff0c\u7ee9\u6548\u5956\u91d1\uff0c\u52a0\u73ed\u8865\u52a9\uff0c\u610f\u5916\u9669\uff0c\u4e94\u9669\u4e00\u91d1\uff0c\u9910\u8865\uff0c\u4ea4\u901a\u8865\u52a9\uff0c\u901a\u8baf\u8865\u8d34\uff0c\u8282\u65e5\u798f\u5229\uff0c\u5e74\u7ec8\u5956""]",人事,傅女士人事,0,启扬,"https://img.bosszhipin.com/beijin/upload/com/logo/20220216/7b5b554d84f9729c15257f972462a72d08fc2f324894a204fc11e55cfd78e651bb5b443f0222543e.jpg?x-oss-process=image/resize,w_100,limit_0",其他服务业,不需要融资,"[20, 99]",https://www.zhipin.com/job_detail/01e54893221ed8711XB62Ni9E1ZR.html?lid=1E0X1AHKreG.search.83&securityId=QQRpDkasmDc8V-i1kPv5OqKNT-UOY9pMwt_QlA_-uG4HbUHDcVYtJ_6wkJJrIdoCF3cSQ6_s3zWw2Y5c0QK1xnsrlaL0ztx29fFhCJCOS8QrHpXiRpR9&sessionId=,https://www.zhipin.com/gongsi/67ef81fbde5b6d491nB-0ty6GVc~.html,南湖区
后端经理,武汉,后端,本科,3-5年,"[""SQL"", ""\u5206\u5e03\u5f0f\u6280\u672f"", ""\u591a\u7ebf\u7a0b"", ""\u5fae\u670d\u52a1\u67b6\u6784"", ""\u8d1f\u8f7d\u5747\u8861\u6280\u672f"", """", """", """"]","[10000, 15000]",13薪,"[""\u4ea4\u901a\u8865\u52a9\uff0c\u4e94\u9669\u4e00\u91d1\uff0c\u5e74\u7ec8\u5956\uff0c\u5458\u5de5\u65c5\u6e38\uff0c\u901a\u8baf\u8865\u8d34\uff0c\u8282\u65e5\u798f\u5229""]",Hr,陈先生Hr,0,武汉盛科达,"https://img.bosszhipin.com/beijin/mcs/chatphoto/20210223/1b02b080e473677174149fe9595ba16ecb255aedaac0edb8633830f1a5ae56a7_s.jpg?x-oss-process=image/resize,w_100,limit_0",通信/网络设备,未融资,"[20, 99]",https://www.zhipin.com/job_detail/d21bd30a295684581nF93NW-GFtX.html?lid=1E0X1AHKreG.search.84&securityId=Gb8ytD4GOC95X-G17AWHTIvd9WnwxKQn8l9JKrB_P57D14D0gIivcRiTzJhOQaIGxBmd2uNWOntwDadeEALlb7-pdSvnZQjbANdbtDYTE9eLqPKvPQ~~&sessionId=,https://www.zhipin.com/gongsi/c537d7605ce8f51c03F729W_Ew~~.html,江夏区
后端开发,南京,后端,本科,3-5年,"[""\u67b6\u6784\u5e08"", ""\u5206\u5e03\u5f0f\u6280\u672f"", ""\u591a\u7ebf\u7a0b"", ""\u670d\u52a1\u5668\u914d\u7f6e"", ""Spring"", """", """", """"]","[15000, 30000]",0薪,"[""\u4e94\u9669\u4e00\u91d1\uff0c\u8282\u65e5\u798f\u5229\uff0c\u5168\u52e4\u5956\uff0c\u52a0\u73ed\u8865\u52a9\uff0c\u5e26\u85aa\u5e74\u5047""]",技术经理,魏先生技术经理,0,意百咖啡,"https://img.bosszhipin.com/beijin/mcs/chatphoto/20210315/e0855555086bfc8a5f2d44c499417d6b5422eecb2ec12ba81b68a35269c52c44_s.jpg?x-oss-process=image/resize,w_100,limit_0",餐饮,未融资,"[500, 999]",https://www.zhipin.com/job_detail/ed28670c8b667b691nN-2di6GFFR.html?lid=1E0X1AHKreG.search.85&securityId=t1CrBih48VdzA-31N_APoIbMUsDasxi7uBPWeJszf9ms-VVVtcCDWM_a3EcgDbT_LgD_QKM3Cy4wgEbzB29A_gIaag_dV_E4IE6PmUS3vP0ApMPR&sessionId=,https://www.zhipin.com/gongsi/a26193963aa9e9641nR90964E1M~.html,秦淮区
Java后端,日照,后端,学历不限,1-3年,"[""\u6570\u636e\u7ed3\u6784"", ""WEB\u5f00\u53d1"", ""Linux""]","[8000, 13000]",0薪,无,行政,于女士行政,0,亿家电子商务,"https://img.bosszhipin.com/beijin/app/mobile/normal-0e3f1e4441a21d4874cece3a3d81f0fe.png?x-oss-process=image/resize,w_100,limit_0",电子商务,未融资,"[20, 99]",https://www.zhipin.com/job_detail/52ee4f792f898e1d1nN62tq4FFFY.html?lid=1E0X1AHKreG.search.86&securityId=IbDAMfZf7wnys-71f1opvn21TUFfNyrNQsRe2yEnitIgZz9EpSWMMCFuNEDr4c1pVfBMyhnT9HJTOqL1oGv0ZOq0x2Q6lZ6kKYY_W7XN-qhYTWS2mv8g&sessionId=,https://www.zhipin.com/gongsi/1ab5d7aea36873bd1ndz0921FVo~.html,东港区
后端开发,临沂,后端,本科,10年以上,"[""C\u8bed\u8a00"", ""\u79fb\u52a8\u7aef"", ""\u5c0f\u7a0b\u5e8f"", ""\u540e\u7aef\u5f00\u53d1"", ""\u670d\u52a1\u5668\u914d\u7f6e""]","[20000, 40000]",0薪,"[""\u96f6\u98df\u4e0b\u5348\u8336\uff0c\u9910\u8865\uff0c\u5e74\u7ec8\u5956\uff0c\u5458\u5de5\u65c5\u6e38\uff0c\u5e26\u85aa\u5e74\u5047\uff0c\u901a\u8baf\u8865\u8d34\uff0c\u4e94\u9669\u4e00\u91d1\uff0c\u8282\u65e5\u798f\u5229\uff0c\u4f4f\u623f\u8865\u8d34\uff0c\u4ea4\u901a\u8865\u52a9""]",运营总监,杜先生运营总监,0,青柠科技,"https://img.bosszhipin.com/beijin/mcs/chatphoto/20180929/72aa7f6af12f83e4d1cf8ed27ddd5041cfcd208495d565ef66e7dff9f98764da.jpg?x-oss-process=image/resize,w_100,limit_0",移动互联网,不需要融资,"[20, 99]",https://www.zhipin.com/job_detail/cbd059fa1961c7f70H172dW4Flo~.html?lid=1E0X1AHKreG.search.87&securityId=a5n95HnN8kGo3-F1d7FLyHYAVbeGCTwmFabLTXVvmNLgfZus8XNPOytYCarLE1ueORAyPiLANQhD1JN14WskvQz2g1arqeethULxpALvFBfNOoQ~&sessionId=,https://www.zhipin.com/gongsi/85cbf6f11410d25b1XR83t-5.html,兰山区
Node.js后端开发工程师,上海,后端,本科,3-5年,"[""Node.js"", ""Java"", ""\u540e\u7aef\u5f00\u53d1""]","[15000, 22000]",0薪,"[""\u5e74\u7ec8\u5956\uff0c\u9910\u8865\uff0c\u96f6\u98df\u4e0b\u5348\u8336\uff0c\u5e26\u85aa\u5e74\u5047\uff0c\u8282\u65e5\u798f\u5229\uff0c\u4ea4\u901a\u8865\u52a9\uff0c\u52a0\u73ed\u8865\u52a9\uff0c\u4e94\u9669\u4e00\u91d1""]",技术副总监,牛先生技术副总监,0,广州嘉崎智能,"https://img.bosszhipin.com/beijin/mcs/chatphoto/20160430/db74a1cd79266c843be604612e88c316c4b8ba043d37608f94b00cafe133bbba.jpg?x-oss-process=image/resize,w_100,limit_0",计算机软件,D轮及以上,"[100, 499]",https://www.zhipin.com/job_detail/879caeb997b0349103V73NS5GFs~.html?lid=1E0X1AHKreG.search.88&securityId=Kl4R5hb8ly393-B1R6OqYElMN-NRVDQoDUSHS5WBCeRXYpPhuOABjKgy2XMHXtDHshakdR0Fsm6ZjZI8crtzlqgaGzd-1ATDPNBDIoYmoaEAXw~~&sessionId=,https://www.zhipin.com/gongsi/ceb393fe5a2df9501nx42N25.html,静安区
后端开发,深圳,后端,本科,1-3年,"[""Spring"", ""Netty"", ""SSM"", ""\u5168\u6808\u5f00\u53d1""]","[12000, 13000]",13薪,"[""\u96f6\u98df\u4e0b\u5348\u8336\uff0c\u4e94\u9669\u4e00\u91d1\uff0c\u5b9a\u671f\u4f53\u68c0\uff0c\u5e26\u85aa\u5e74\u5047\uff0c\u4f4f\u623f\u8865\u8d34\uff0c\u80a1\u7968\u671f\u6743\uff0c\u5458\u5de5\u65c5\u6e38\uff0c\u5e74\u7ec8\u5956""]",行政,王女士行政,0,观讯信息(深圳)...,"https://img.bosszhipin.com/beijin/app/mobile/normal-0e3f1e4441a21d4874cece3a3d81f0fe.png?x-oss-process=image/resize,w_100,limit_0",计算机软件,未融资,"[0, 20]",https://www.zhipin.com/job_detail/a5a74799a6dfd7061Xd_3ti0GVJW.html?lid=1E0X1AHKreG.search.89&securityId=COePiv_U48SGA-n1IqoFO-eiA0gK49qOmP-RDG33b1qpHNgwmLG2vQGVMBNRu0AJF1wcpJX0zZMN7RzNKRHU0nULpgn4pzxR3s_V_O-iO746ziEJddc~&sessionId=,https://www.zhipin.com/gongsi/bb78af692967a0f30HN-2t25Fw~~.html,南山区
后端开发,深圳,后端,本科,3-5年,"[""Java"", ""JavaScript"", ""HTML"", ""CSS""]","[10000, 15000]",0薪,"[""\u4e94\u9669\u4e00\u91d1\uff0c\u8282\u65e5\u798f\u5229\uff0c\u96f6\u98df\u4e0b\u5348\u8336\uff0c\u5e26\u85aa\u5e74\u5047\uff0c\u5e74\u7ec8\u5956\uff0c\u5458\u5de5\u65c5\u6e38\uff0c\u5168\u52e4\u5956""]",经理,秦先生经理,0,蓝书,"https://img.bosszhipin.com/beijin/mcs/chatphoto/20200811/4746938d146e00c73011d34e90958ba6310c81c268a800f905ed62bca4dbe7b1_s.jpg?x-oss-process=image/resize,w_100,limit_0",互联网,不需要融资,"[100, 499]",https://www.zhipin.com/job_detail/a01eebaf2f62aaf70HR-3tW7EVM~.html?lid=1E0X1AHKreG.search.90&securityId=3y_eKBuENbVjO-S1o3DEE2AbBfJgp2EkQ0Sgl5Qa0uXTZyFcxmNy8kof73wsReilpkuQCTkyhJ7dX14njDxfztabc8IKUGjq4411ernxCgpLI_tL&sessionId=,https://www.zhipin.com/gongsi/cc38fcd092962ca61nJz2Nm7Fw~~.html,南山区
后端开发,深圳,后端,大专,3-5年,"[""PHP"", ""Java"", ""Python"", ""\u8ba1\u7b97\u673a\u76f8\u5173\u4e13\u4e1a"", ""PHP\u5f00\u53d1\u7ecf\u9a8c"", """"]","[15000, 20000]",0薪,无,人事,张先生人事,0,深圳水禹,"https://img.bosszhipin.com/beijin/app/mobile/normal-0e3f1e4441a21d4874cece3a3d81f0fe.png?x-oss-process=image/resize,w_100,limit_0",批发/零售,未融资,"[20, 99]",https://www.zhipin.com/job_detail/2f9149abbd4253a51XB-3d28GVVQ.html?lid=1E1K6zgFeTK.search.91&securityId=9rYXXMNXjRlXq-D1iKEEAFfYYdhnWQORcZx6vW-ojUdk0dEle_mjou688L-knGxamErpZv5C8RkOhJp5e51JMptzSVoUttZ2aFsja2fQmbyNhicb-fFv&sessionId=,https://www.zhipin.com/gongsi/97d3862e452c4f9c1nZ539u5FFI~.html,宝安区
后端开发,北京,后端,本科,经验不限,"[""\u5206\u5e03\u5f0f\u6280\u672f"", ""\u591a\u7ebf\u7a0b"", ""\u8f6f\u4ef6\u5de5\u7a0b\u5e08"", ""\u540e\u7aef\u5f00\u53d1"", ""PostgreSQL"", """", """", """"]","[15000, 30000]",0薪,"[""\u8282\u65e5\u798f\u5229\uff0c\u4e94\u9669\u4e00\u91d1\uff0c\u5e26\u85aa\u5e74\u5047\uff0c\u80a1\u7968\u671f\u6743\uff0c\u5e74\u7ec8\u5956\uff0c\u514d\u8d39\u73ed\u8f66""]",HRBP人事经理,赵女士HRBP人事经理,0,方图数据(北京)...,"https://img.bosszhipin.com/beijin/icon/894ce6fa7e58d64d57e7f22d2f3a9d18afa7fcceaa24b8ea28f56f1bb14732c0.png?x-oss-process=image/resize,w_100,limit_0",计算机软件,未融资,"[20, 99]",https://www.zhipin.com/job_detail/d4da075a0a3463441XV82Ni4F1NR.html?lid=1E1K6zgFeTK.search.92&securityId=AoX9uIVqLwKHG-N1uVbKk98DsEy57tQgh1DFVHgSGvppIX-HQbN51ArlYNAJTYZyv1h4m_zaoEOn4UH-jftY1E6zSNmR5ifT_59pHHVL53Pyzb2OKxo~&sessionId=,https://www.zhipin.com/gongsi/c8016222efe017a71nF50t27ElM~.html,
PHP后端,泉州,后端,大专,经验不限,"[""PHP"", ""JS""]","[6000, 10000]",0薪,"[""\u4e94\u9669\u4e00\u91d1\uff0c\u9910\u8865\uff0c\u4ea4\u901a\u8865\u52a9""]",HR,李女士HR,0,长乐滑板鞋文化,"https://img.bosszhipin.com/beijin/mcs/chatphoto/20170726/cab6673ed739a9eaf2d8abd397da3d615758101c763d4a7dda83cddb131a7033.jpg?x-oss-process=image/resize,w_100,limit_0",互联网,天使轮,"[20, 99]",https://www.zhipin.com/job_detail/6fa2d38d3ad229760nZ62tW0Flc~.html?lid=1E1K6zgFeTK.search.93&securityId=k9RATGT4jJapm-s1y9c1a4UIJ9UhzCY-R9figpU8EHWIiNUKl2NnJ7IixZAUnahervJr8M7RBp51ApiOG5irRuxIXCogdxZ6uwIsm9Ce5qu4ikk~&sessionId=,https://www.zhipin.com/gongsi/389b59f4b720951d0nZ829S4.html,丰泽区
后端开发,东营,后端,大专,1-3年,"[""\u5c0f\u7a0b\u5e8f\u5f00\u53d1"", ""\u5c0f\u7a0b\u5e8f"", ""\u7f51\u7edc\u7f16\u7a0b""]","[4000, 8000]",0薪,"[""\u4e94\u9669\u4e00\u91d1\uff0c\u5b9a\u671f\u4f53\u68c0\uff0c\u52a0\u73ed\u8865\u52a9""]",技术运维,耿女士技术运维,0,凯胜科技,"https://img.bosszhipin.com/beijin/upload/com/logo/20190516/6a30547b7905094bc10c54e0621632c3918d61c324a568f072451282f0e57e80.png?x-oss-process=image/resize,w_100,limit_0",计算机软件,未融资,"[20, 99]",https://www.zhipin.com/job_detail/73fd97ed7b3821881Xd539y0EVFQ.html?lid=1E1K6zgFeTK.search.94&securityId=92mTS7aqUEQOQ-t1ZAYmxF7b3y-RTP_1jyMafaDnmMI6x-M6RhWaUREh_9neTiU957YMjmacY3WvFQUIWXumY_mTpP8d6NqsUD2wWv18nDDkrI5S6g~~&sessionId=,https://www.zhipin.com/gongsi/7d721cdfc06b094003B439i5Eg~~.html,东营区
后端开发,广州,后端,本科,3-5年,"[""Java"", ""Python"", ""Spring"", ""\u540e\u7aef\u5f00\u53d1"", ""Linux"", ""SpringMVC"", """", """"]","[15000, 25000]",0薪,"[""\u4e94\u9669\u4e00\u91d1""]",创始人,揭先生创始人,0,乐奢购,"https://img.bosszhipin.com/beijin/upload/com/logo/20210702/82211a622724489c9b6d0953d009c732207f26de7b9773f8eb7e697ae02bb43c.png?x-oss-process=image/resize,w_100,limit_0",电子商务,天使轮,"[0, 20]",https://www.zhipin.com/job_detail/6afd03c36ee5388b1nJ82d-6ElJQ.html?lid=1E1K6zgFeTK.search.95&securityId=9BjiTB9HSTM2y-q1vBaye8G8d2Qsccn5OQZlObfeZBb1pBe1LBrBfvYTh2TOVDSLwXHYVVPNUb8PQRCIUppdMpa42GllD4QGvaLX7NQVt2pVUyetkXY~&sessionId=,https://www.zhipin.com/gongsi/38010eae9c155b081nx63tW-E1I~.html,番禺区
后端开发,济南,后端,大专,1-3年,"[""HTML"", ""CSS"", ""\u670d\u52a1\u5668\u914d\u7f6e"", ""Spring"", ""SpringMVC"", ""Hibernate"", """", """"]","[6000, 9000]",0薪,"[""\u4e94\u9669\u4e00\u91d1""]",招聘者,李女士招聘者,0,山东易路方舟信息...,"https://img.bosszhipin.com/beijin/upload/com/workfeel/20211026/7bf6f160950405e9611c6bbc86a3946dfcd773a48cefb1d7e97207026ffe81bdf3fc784d1e9fde18.jpg?x-oss-process=image/resize,w_100,limit_0",计算机软件,天使轮,"[20, 99]",https://www.zhipin.com/job_detail/20e979a1a34beb231XVy2di1F1RV.html?lid=1E1K6zgFeTK.search.96&securityId=E0slRD3HxVGmd-V15qVz6IbTtdK5yrpL2zP24JpLLxSLuL1cJRX-gsFkepp6R7FqxQdFLSZNI1J-SR1yD1ztTBdtlu2O0AJaDVtN6npep2ZwL2nvew~~&sessionId=,https://www.zhipin.com/gongsi/4a9fa9c581b634db33d43d-4GA~~.html,历城区
后端开发,广州,后端,本科,3-5年,"[""\u5206\u5e03\u5f0f\u6280\u672f"", ""\u67b6\u6784\u5e08"", ""\u5fae\u670d\u52a1\u67b6\u6784""]","[20000, 40000]",0薪,"[""\u5b9a\u671f\u4f53\u68c0\uff0c\u5e26\u85aa\u5e74\u5047\uff0c\u4ea4\u901a\u8865\u52a9\uff0c\u5e74\u7ec8\u5956\uff0c\u4f4f\u623f\u8865\u8d34\uff0c\u4e94\u9669\u4e00\u91d1\uff0c\u6cd5\u5b9a\u8282\u5047\u65e5\u4e09\u85aa\uff0c\u5458\u5de5\u65c5\u6e38\uff0c\u8865\u5145\u533b\u7597\u4fdd\u9669\uff0c\u901a\u8baf\u8865\u8d34\uff0c\u5305\u5403\uff0c\u52a0\u73ed\u8865\u52a9\uff0c\u514d\u8d39\u73ed\u8f66\uff0c\u96f6\u98df\u4e0b\u5348\u8336\uff0c\u8282\u65e5\u798f\u5229\uff0c\u80a1\u7968\u671f\u6743""]",后端,袁先生后端,0,今日头条,"https://img.bosszhipin.com/beijin/upload/com/logo/20210525/77d60eae41e48b90df64951371a7a07a19f97e2c258c6cead07beaf11928d91b.png?x-oss-process=image/resize,w_100,limit_0",移动互联网,未融资,"[0, 10000]",https://www.zhipin.com/job_detail/fcb3745f5b0524081nB-09y9FldV.html?lid=1E1K6zgFeTK.search.97&securityId=25mFxZAzJrEYh-21SDwx6B2H0N_CIzuBwZIr9h8IgC6n6d2TWKXeuiFNkTxZwWc2830Qq4-nY5MOLugq-qeVZyCK014v96PRnixRGJwlQLUojLY~&sessionId=,https://www.zhipin.com/gongsi/a67b361452e384e71XV82N4~.html,天河区
